customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,Age,Age Group,address,postcode,state,country,property_valuation,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_segment,segment_rank,name,total_sales
108,Kayle,Mingaud,Female,4,1994-03-14,Unknown,Unknown,High Net Worth,No,3.0,24.0,20-29,0410 Division Junction,2750.0,NSW,Australia,8.0,10,3,2557.42,4,1,2,412,Recent Customer,4,Kayle Mingaud,3556.66
109,Cody,Blabey,Male,16,1978-12-11,Marketing Assistant,Unknown,Affluent Customer,Yes,4.0,39.0,30-39,41 Service Lane,2217.0,NSW,Australia,11.0,8,10,4430.66,4,4,4,444,Platinum Customer,1,Cody Blabey,10661.51
110,Sascha,St. Quintin,Male,23,2000-07-31,Unknown,Financial Services,Affluent Customer,No,1.0,17.0,Under 20,5 Moose Road,3977.0,VIC,Australia,8.0,14,7,2621.55,4,3,2,432,Becoming Loyal,3,Sascha St. Quintin,7788.71
111,Cele,Evason,Female,65,1993-08-29,Analyst Programmer,Unknown,Mass Customer,No,2.0,24.0,20-29,7342 Fieldstone Junction,2093.0,NSW,Australia,12.0,147,4,3014.5299999999997,1,1,3,113,Evasive Customer,10,Cele Evason,4873.0599999999995
112,Shena,Parren,Female,88,1975-08-12,Marketing Manager,Retail,High Net Worth,No,12.0,42.0,40-49,0 David Terrace,3204.0,VIC,Australia,11.0,47,6,5742.19,2,2,4,224,Losing Customer,7,Shena Parren,9059.89
113,Gage,Nickless,Male,67,1956-05-06,Staff Scientist,Unknown,Mass Customer,No,20.0,62.0,60-69,15239 Northwestern Point,4300.0,QLD,Australia,4.0,175,5,2200.48,1,2,2,122,Evasive Customer,10,Gage Nickless,4240.1900000000005
114,Sunny,Swindells,Female,10,1985-10-23,Teacher,Entertainment,Affluent Customer,No,8.0,32.0,30-39,60 Oneill Street,2170.0,NSW,Australia,9.0,70,4,2195.26,2,1,2,212,High Risk Customer,8,Sunny Swindells,3233.0
115,Alberik,Mereweather,Male,77,1981-12-21,Account Executive,Health,Mass Customer,No,18.0,36.0,30-39,8194 Sachtjen Drive,3844.0,VIC,Australia,1.0,14,8,3135.87,4,4,3,443,Very Loyal,2,Alberik Mereweather,8398.18
116,Scottie,Swiffen,Male,49,1999-02-05,Assistant Professor,Manufacturing,Affluent Customer,Yes,2.0,19.0,Under 20,0349 Farmco Terrace,2168.0,NSW,Australia,8.0,12,8,2447.5400000000004,4,4,2,442,Very Loyal,2,Scottie Swiffen,5663.92
117,Nance,Suttling,Female,75,1982-02-23,Marketing Manager,Manufacturing,Mass Customer,No,15.0,36.0,30-39,185 Pennsylvania Way,4226.0,QLD,Australia,6.0,5,10,6917.34,4,4,4,444,Platinum Customer,1,Nance Suttling,12856.83
118,Prentice,Pearmain,Male,43,1959-11-12,Budget/Accounting Analyst IV,Unknown,High Net Worth,No,19.0,58.0,50-59,432 Longview Circle,3192.0,VIC,Australia,10.0,69,5,3550.0999999999995,2,2,3,223,High Risk Customer,8,Prentice Pearmain,5319.51
119,Willey,Chastanet,Male,9,1981-12-04,Associate Professor,Unknown,High Net Worth,Yes,9.0,36.0,30-39,5814 Bunker Hill Street,3070.0,VIC,Australia,7.0,30,4,4217.24,3,1,4,314,Late Bloomer,6,Willey Chastanet,5217.66
120,Sloan,Wagg,Male,80,1978-09-02,Legal Assistant,Financial Services,High Net Worth,Yes,4.0,39.0,30-39,7 Carberry Crossing,2485.0,NSW,Australia,2.0,129,3,1306.7800000000002,1,1,1,111,Lost Customer,11,Sloan Wagg,3118.34
121,Myles,Pauncefort,Male,82,1957-10-02,Graphic Designer,Manufacturing,Mass Customer,No,15.0,60.0,60-69,53 Talisman Trail,2097.0,NSW,Australia,9.0,111,4,2892.0899999999997,1,1,3,113,Evasive Customer,10,Myles Pauncefort,4327.44
122,Colver,Itter,Male,87,1979-04-19,Quality Control Specialist,Financial Services,Mass Customer,Yes,12.0,39.0,30-39,5 Prairie Rose Road,4817.0,QLD,Australia,2.0,8,5,2695.2200000000003,4,2,2,422,Becoming Loyal,3,Colver Itter,6533.389999999999
123,Almeta,Kalinsky,Female,85,1988-12-03,Analyst Programmer,Financial Services,High Net Worth,No,15.0,29.0,20-29,84 Florence Parkway,2516.0,NSW,Australia,8.0,191,4,3245.75,1,1,3,113,Evasive Customer,10,Almeta Kalinsky,5337.79
124,Kath,Cunney,Female,27,1995-05-03,Administrative Assistant II,Health,High Net Worth,Yes,5.0,23.0,20-29,739 Elmside Way,3074.0,VIC,Australia,8.0,2,7,4054.25,4,3,3,433,Very Loyal,2,Kath Cunney,8272.15
125,Darrelle,Antoniewski,Female,94,1960-03-17,Computer Systems Analyst II,Property,Mass Customer,No,16.0,58.0,50-59,684 Northport Circle,2213.0,NSW,Australia,10.0,83,9,3303.88,2,4,3,243,Losing Customer,7,Darrelle Antoniewski,6537.76
126,Norman,Cliff,Male,53,1992-10-15,Administrative Officer,Health,Mass Customer,Yes,3.0,25.0,20-29,8 Hagan Hill,4508.0,QLD,Australia,4.0,11,3,1096.46,4,1,1,411,Recent Customer,4,Norman Cliff,3448.12
127,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,No,19.0,43.0,40-49,0 Pearson Crossing,4405.0,QLD,Australia,1.0,23,10,3993.71,3,4,3,343,Potential Customer,5,Merrili Whitear,9949.62
128,Isidro,Cypler,Male,73,1977-07-17,Systems Administrator III,Property,Mass Customer,Yes,12.0,40.0,40-49,10918 Merry Way,2452.0,NSW,Australia,5.0,137,4,2193.06,1,1,2,112,Evasive Customer,10,Isidro Cypler,3679.75
129,Weidar,Silkstone,Male,64,1985-07-20,Financial Advisor,Financial Services,High Net Worth,Yes,19.0,32.0,30-39,97 Coolidge Trail,2142.0,NSW,Australia,9.0,178,4,2753.75,1,1,2,112,Evasive Customer,10,Weidar Silkstone,4090.48
130,Raddy,Delete,Male,32,1997-07-18,Chemical Engineer,Manufacturing,Mass Customer,No,1.0,20.0,20-29,58 Helena Hill,2205.0,NSW,Australia,7.0,76,2,1779.58,2,1,1,211,Almost Lost Customer,9,Raddy Delete,3340.42
131,Jana,Renyard,Female,57,1964-10-16,Administrative Officer,Retail,High Net Worth,No,8.0,53.0,50-59,352 Forster Place,4132.0,QLD,Australia,3.0,205,6,5494.91,1,2,4,124,Almost Lost Customer,9,Jana Renyard,8745.28
132,Celesta,Willavoys,Female,5,1963-07-07,Web Designer I,Manufacturing,Mass Customer,Yes,9.0,54.0,50-59,12306 Lawn Street,2145.0,NSW,Australia,8.0,7,6,2780.7200000000003,4,2,2,422,Becoming Loyal,3,Celesta Willavoys,7365.93
133,Eldridge,Fiddeman,Male,12,1977-06-13,VP Accounting,Financial Services,Mass Customer,Yes,16.0,41.0,40-49,19392 7th Trail,4744.0,QLD,Australia,1.0,26,5,803.8900000000001,3,2,1,321,Late Bloomer,6,Eldridge Fiddeman,3164.55
134,Merna,McCulloch,Female,34,1997-08-01,Legal Assistant,Telecommunications,Affluent Customer,Yes,5.0,20.0,20-29,1605 Northfield Junction,2158.0,NSW,Australia,11.0,14,6,2946.42,4,2,3,423,Becoming Loyal,3,Merna McCulloch,7170.95
135,Rosalia,Sigart,Female,18,1975-01-18,Internal Auditor,IT,Mass Customer,No,3.0,43.0,40-49,9674 Graceland Junction,3201.0,VIC,Australia,6.0,115,6,3254.0699999999997,1,2,3,123,Evasive Customer,10,Rosalia Sigart,4966.27
136,Mel,Bennet,Male,46,1973-05-26,Senior Developer,Manufacturing,High Net Worth,Yes,7.0,45.0,40-49,638 Thackeray Junction,4178.0,QLD,Australia,3.0,20,8,3543.2,3,4,3,343,Potential Customer,5,Mel Bennet,9406.85
137,Vaughn,Artin,Male,27,1987-11-21,Office Assistant II,Property,High Net Worth,No,10.0,30.0,30-39,869 Forster Circle,2112.0,NSW,Australia,10.0,27,5,1496.4499999999998,3,2,1,321,Late Bloomer,6,Vaughn Artin,3507.0499999999997
138,Onofredo,Franc,Male,5,1985-04-28,Recruiter,Financial Services,Affluent Customer,Yes,13.0,33.0,30-39,0 Golden Leaf Crossing,2033.0,NSW,Australia,9.0,64,7,3377.12,2,3,3,233,Losing Customer,7,Onofredo Franc,4927.35
139,Gar,,Male,1,1964-07-28,Operator,Telecommunications,Affluent Customer,No,4.0,53.0,50-59,215 Lindbergh Trail,4401.0,QLD,Australia,1.0,26,9,5161.44,3,4,4,344,Recent Customer,4,Gar,10638.89
140,Morrie,Flaxon,Male,9,1994-05-20,Programmer Analyst III,Manufacturing,Mass Customer,No,2.0,24.0,20-29,829 Washington Crossing,3186.0,VIC,Australia,9.0,3,6,2699.9,4,2,2,422,Becoming Loyal,3,Morrie Flaxon,7649.34
141,Townsend,Trobe,Male,67,1954-06-25,Teacher,Financial Services,High Net Worth,Yes,10.0,64.0,60-69,585 Loomis Court,2097.0,NSW,Australia,11.0,159,3,2138.3500000000004,1,1,2,112,Evasive Customer,10,Townsend Trobe,4053.9800000000005
142,Bentley,Fortesquieu,Male,57,1967-08-07,Quality Engineer,Health,Affluent Customer,No,17.0,50.0,50-59,68063 Blue Bill Park Center,3058.0,VIC,Australia,9.0,4,11,3917.3399999999997,4,4,3,443,Very Loyal,2,Bentley Fortesquieu,12474.74
143,Kendall,Figg,Male,19,1957-09-01,Operator,Argiculture,Mass Customer,Yes,11.0,60.0,60-69,15673 Farmco Point,4017.0,QLD,Australia,6.0,13,4,2474.7699999999995,4,1,2,412,Recent Customer,4,Kendall Figg,4689.21
144,Jory,Barrabeale,Unknown,71,,Environmental Tech,IT,Mass Customer,No,,,,22 Oxford Junction,2315.0,NSW,Australia,3.0,6,8,4888.02,4,4,4,444,Platinum Customer,1,Jory Barrabeale,8961.14
145,Filippo,Ferrara,Male,33,1997-07-21,Account Executive,Financial Services,Mass Customer,No,4.0,20.0,20-29,7245 Cottonwood Center,2285.0,NSW,Australia,5.0,28,7,3140.3,3,3,3,333,Potential Customer,5,Filippo Ferrara,8149.19
146,Ricoriki,Matlock,Male,34,1985-04-08,Quality Control Specialist,Manufacturing,Mass Customer,No,8.0,33.0,30-39,20382 Spohn Alley,2219.0,NSW,Australia,11.0,194,2,217.05999999999995,1,1,1,111,Lost Customer,11,Ricoriki Matlock,1973.29
147,Rea,Pattrick,Female,32,1973-12-06,Analog Circuit Design manager,Health,Mass Customer,Yes,10.0,44.0,40-49,12375 Cambridge Pass,2065.0,NSW,Australia,11.0,34,6,5034.16,3,2,4,324,Potential Customer,5,Rea Pattrick,8079.09
148,Jaquith,Maffey,Female,69,1981-05-08,Programmer Analyst III,Unknown,Mass Customer,Yes,5.0,37.0,30-39,03 Granby Parkway,3216.0,VIC,Australia,8.0,43,5,3268.4,3,2,3,323,Potential Customer,5,Jaquith Maffey,5808.83
149,Drucy,Kausche,Female,41,1995-01-31,Research Nurse,Health,Mass Customer,Yes,1.0,23.0,20-29,939 Coleman Pass,4509.0,QLD,Australia,7.0,18,5,2129.3399999999997,3,2,2,322,Late Bloomer,6,Drucy Kausche,6349.1900000000005
150,Bradly,Crosse,Male,6,1983-08-23,Cost Accountant,Financial Services,Affluent Customer,No,17.0,34.0,30-39,69914 Bowman Place,2330.0,NSW,Australia,7.0,75,4,2446.51,2,1,2,212,High Risk Customer,8,Bradly Crosse,3630.96
151,Donnie,Brimson,Male,36,1965-01-31,Marketing Manager,Manufacturing,Mass Customer,Yes,13.0,53.0,50-59,34457 Springview Street,2759.0,NSW,Australia,9.0,0,8,5665.410000000001,4,4,4,444,Platinum Customer,1,Donnie Brimson,13047.54
152,Stephana,Cardew,Female,5,1981-03-03,Compensation Analyst,Financial Services,Mass Customer,No,16.0,37.0,30-39,992 Old Shore Trail,2069.0,NSW,Australia,12.0,158,2,1966.88,1,1,2,112,Evasive Customer,10,Stephana Cardew,2941.37
153,Lorilyn,Walshe,Female,73,1977-07-28,Assistant Media Planner,Entertainment,Mass Customer,Yes,12.0,40.0,40-49,453 Sheridan Street,2747.0,NSW,Australia,8.0,64,7,5522.509999999999,2,3,4,234,Losing Customer,7,Lorilyn Walshe,7808.16
154,Faydra,Dulieu,Female,90,1958-02-13,Junior Executive,Unknown,Mass Customer,No,11.0,60.0,60-69,8 Mccormick Crossing,2227.0,NSW,Australia,8.0,23,6,683.6300000000001,3,2,1,321,Late Bloomer,6,Faydra Dulieu,3558.31
155,Orran,Bogges,Male,4,1985-12-28,Quality Engineer,Manufacturing,Mass Customer,No,10.0,32.0,30-39,63344 Holmberg Crossing,2025.0,NSW,Australia,10.0,8,3,1088.42,4,1,1,411,Recent Customer,4,Orran Bogges,4008.51
156,Shayla,Rimmington,Female,23,1979-09-09,Cost Accountant,Financial Services,Mass Customer,Yes,11.0,38.0,30-39,9 Huxley Circle,3191.0,VIC,Australia,11.0,16,5,3095.3699999999994,4,2,3,423,Becoming Loyal,3,Shayla Rimmington,4831.58
157,Chad,Houtby,Male,97,1974-11-23,Financial Advisor,Financial Services,Affluent Customer,No,16.0,43.0,40-49,0 Hazelcrest Road,3025.0,VIC,Australia,8.0,135,3,381.41999999999996,1,1,1,111,Lost Customer,11,Chad Houtby,2041.86
158,Hamlin,Odams,Male,99,1984-09-03,Internal Auditor,Unknown,Affluent Customer,No,5.0,33.0,30-39,2 Continental Plaza,2263.0,NSW,Australia,6.0,65,6,4627.35,2,2,4,224,Losing Customer,7,Hamlin Odams,7221.05
159,Arin,Matskevich,Male,90,1987-05-12,Research Nurse,Health,Affluent Customer,No,13.0,31.0,30-39,80 Duke Terrace,2233.0,NSW,Australia,10.0,66,6,2935.3700000000003,2,2,3,223,High Risk Customer,8,Arin Matskevich,6016.32
160,Wake,Durning,Male,5,1964-07-15,Registered Nurse,Health,Mass Customer,No,18.0,53.0,50-59,860 Hintze Lane,2154.0,NSW,Australia,11.0,93,2,2614.16,1,1,2,112,Evasive Customer,10,Wake Durning,3024.58
161,Tadd,Bloss,Male,49,1976-01-21,Unknown,Unknown,Mass Customer,No,16.0,42.0,40-49,3723 Bunker Hill Circle,2065.0,NSW,Australia,10.0,159,1,459.46000000000015,1,1,1,111,Lost Customer,11,Tadd Bloss,1148.64
162,Port,Acuna,Male,90,1979-08-12,Nurse Practicioner,IT,Mass Customer,No,15.0,38.0,30-39,5 Corry Court,2119.0,NSW,Australia,10.0,98,3,1329.61,1,1,1,111,Lost Customer,11,Port Acuna,3317.47
163,Kessia,Helder,Female,58,1976-09-06,Librarian,Entertainment,High Net Worth,Yes,14.0,41.0,40-49,65105 Sommers Pass,3016.0,VIC,Australia,10.0,114,2,1101.28,1,1,1,111,Lost Customer,11,Kessia Helder,3089.24
164,Aarika,Van Vuuren,Female,55,1999-08-07,Senior Editor,Retail,Affluent Customer,Yes,1.0,18.0,Under 20,2054 Sommers Pass,4113.0,QLD,Australia,4.0,198,3,786.1400000000001,1,1,1,111,Lost Customer,11,Aarika Van Vuuren,2583.85
165,Aldon,Roelofs,Male,61,1984-03-25,Administrative Officer,Argiculture,Mass Customer,Yes,12.0,34.0,30-39,22371 Miller Trail,2032.0,NSW,Australia,10.0,8,9,6182.52,4,4,4,444,Platinum Customer,1,Aldon Roelofs,9893.75
166,Elston,Oleszczak,Male,54,1955-06-12,Structural Analysis Engineer,Manufacturing,Affluent Customer,No,6.0,63.0,60-69,35807 Oneill Way,4300.0,QLD,Australia,4.0,63,8,4197.44,2,4,4,244,Losing Customer,7,Elston Oleszczak,9737.72
167,Nathalie,Tideswell,Female,95,1969-10-27,Unknown,Health,High Net Worth,Yes,17.0,48.0,40-49,75612 Clarendon Junction,4352.0,QLD,Australia,6.0,14,9,5993.34,4,4,4,444,Platinum Customer,1,Nathalie Tideswell,9888.61
168,Reggie,Broggetti,Unknown,8,,General Manager,IT,Affluent Customer,Yes,,,,16 Golf View Center,3020.0,VIC,Australia,6.0,136,9,5800.599999999999,1,4,4,144,Almost Lost Customer,9,Reggie Broggetti,10135.25
169,Alfy,Bruhnke,Male,20,1957-10-19,Data Coordiator,Telecommunications,High Net Worth,Yes,5.0,60.0,60-69,93 Iowa Junction,2116.0,NSW,Australia,9.0,61,3,696.26,2,1,1,211,Almost Lost Customer,9,Alfy Bruhnke,2065.08
170,Jammal,Gever,Male,80,1975-06-02,Pharmacist,Health,High Net Worth,No,21.0,43.0,40-49,48 Cascade Terrace,3057.0,VIC,Australia,8.0,100,3,1369.1599999999999,1,1,1,111,Lost Customer,11,Jammal Gever,3125.18
171,Halli,Davidoff,Female,62,1970-12-04,Assistant Manager,Manufacturing,Mass Customer,No,10.0,47.0,40-49,13950 Jackson Avenue,2099.0,NSW,Australia,11.0,18,9,4833.14,3,4,4,344,Recent Customer,4,Halli Davidoff,9865.380000000001
172,Hilton,Carney,Male,54,1988-09-12,Editor,Manufacturing,Affluent Customer,Yes,6.0,29.0,20-29,35386 Mockingbird Road,3749.0,VIC,Australia,4.0,11,8,2348.66,4,4,2,442,Very Loyal,2,Hilton Carney,10150.14
173,Ebba,Hanselmann,Female,99,1997-01-02,General Manager,Health,Affluent Customer,No,1.0,21.0,20-29,2 Randy Point,2766.0,NSW,Australia,8.0,15,9,6549.509999999998,4,4,4,444,Platinum Customer,1,Ebba Hanselmann,14061.48
174,Catie,Tosspell,Female,93,1989-11-26,Food Chemist,Health,Mass Customer,No,12.0,28.0,20-29,6898 Redwing Park,2148.0,NSW,Australia,9.0,11,10,7628.24,4,4,4,444,Platinum Customer,1,Catie Tosspell,12893.57
175,Templeton,Hambrook,Male,36,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,No,5.0,42.0,40-49,52273 Bay Place,3145.0,VIC,Australia,11.0,64,5,2170.54,2,2,2,222,High Risk Customer,8,Templeton Hambrook,6008.03
176,Angelo,Clayal,Male,39,1992-04-13,Accountant I,Property,Mass Customer,No,10.0,26.0,20-29,272 Montana Avenue,2021.0,NSW,Australia,8.0,22,5,3090.0699999999997,3,2,3,323,Potential Customer,5,Angelo Clayal,6733.15
177,Ondrea,Pablos,Female,25,1989-11-09,Professor,Financial Services,High Net Worth,No,4.0,28.0,20-29,82520 Mifflin Drive,2333.0,NSW,Australia,5.0,37,11,3980.1399999999994,3,4,3,343,Potential Customer,5,Ondrea Pablos,11184.03
178,Matthieu,Bertelmot,Male,2,1967-04-03,Unknown,Unknown,Affluent Customer,No,8.0,51.0,50-59,8 Dixon Parkway,2783.0,NSW,Australia,7.0,32,4,2184.58,3,1,2,312,Late Bloomer,6,Matthieu Bertelmot,3504.09
179,Esteban,Sewill,Male,23,1966-05-11,Environmental Tech,Manufacturing,High Net Worth,Yes,6.0,52.0,50-59,4 Dayton Terrace,2280.0,NSW,Australia,9.0,40,3,1814.59,3,1,1,311,Late Bloomer,6,Esteban Sewill,3168.84
180,Trisha,Neasham,Female,16,1971-09-17,Web Designer III,Argiculture,Affluent Customer,No,14.0,46.0,40-49,216 Barnett Junction,4120.0,QLD,Australia,8.0,11,7,4065.35,4,3,3,433,Very Loyal,2,Trisha Neasham,7970.57
181,Pavla,Braunle,Female,49,1982-11-21,Senior Editor,Manufacturing,Mass Customer,No,9.0,35.0,30-39,8256 Annamark Court,3638.0,VIC,Australia,1.0,50,6,2365.24,2,2,2,222,High Risk Customer,8,Pavla Braunle,5663.9
182,Lydon,Dahlman,Male,99,1992-11-20,Sales Associate,Financial Services,Affluent Customer,Yes,7.0,25.0,20-29,83012 Dapin Lane,4300.0,QLD,Australia,4.0,13,7,5409.120000000001,4,3,4,434,Very Loyal,2,Lydon Dahlman,9279.01
183,Dannie,Hissie,Female,7,1997-08-05,Geologist III,Retail,Affluent Customer,No,3.0,20.0,20-29,8 Haas Park,2074.0,NSW,Australia,10.0,102,6,3187.84,1,2,3,123,Evasive Customer,10,Dannie Hissie,5947.98
184,Nappie,Paolo,Male,40,1971-12-13,Marketing Manager,Manufacturing,High Net Worth,Yes,7.0,46.0,40-49,50 Meadow Ridge Way,2880.0,NSW,Australia,1.0,32,3,2181.35,3,1,2,312,Late Bloomer,6,Nappie Paolo,3734.88
185,Crosby,Walcot,Male,80,1979-12-13,Unknown,Property,Mass Customer,Yes,13.0,38.0,30-39,3567 Northfield Lane,2430.0,NSW,Australia,5.0,8,7,3547.6800000000003,4,3,3,433,Very Loyal,2,Crosby Walcot,9254.279999999999
186,Mireielle,Jeppe,Female,46,1974-05-06,Software Test Engineer I,Financial Services,Mass Customer,No,3.0,44.0,40-49,0059 Brentwood Road,4560.0,QLD,Australia,7.0,23,6,2166.17,3,2,2,322,Late Bloomer,6,Mireielle Jeppe,5550.85
187,Pincas,Ather,Male,97,1954-01-28,Structural Engineer,Unknown,Mass Customer,No,11.0,64.0,60-69,0274 Oneill Alley,2088.0,NSW,Australia,10.0,14,7,3014.88,4,3,3,433,Very Loyal,2,Pincas Ather,6898.79
188,Audry,Seine,Female,54,1975-06-22,Safety Technician II,Property,High Net Worth,Yes,13.0,43.0,40-49,4179 Carioca Terrace,2220.0,NSW,Australia,11.0,15,6,2658.87,4,2,2,422,Becoming Loyal,3,Audry Seine,5126.07
189,Umberto,Torricella,Male,73,1981-07-19,Safety Technician I,Financial Services,Affluent Customer,No,10.0,36.0,30-39,59265 Sullivan Junction,3031.0,VIC,Australia,4.0,3,5,5329.98,4,2,4,424,Becoming Loyal,3,Umberto Torricella,8633.69
190,Hayley,Girardengo,Female,42,1979-02-04,Registered Nurse,Health,Affluent Customer,No,10.0,39.0,30-39,7 Warbler Point,2250.0,NSW,Australia,9.0,207,3,699.4800000000002,1,1,1,111,Lost Customer,11,Hayley Girardengo,3071.06
191,Christopher,Heining,Male,22,1960-04-27,Help Desk Operator,Unknown,Affluent Customer,Yes,6.0,58.0,50-59,3 Buell Park,2261.0,NSW,Australia,7.0,105,1,834.9399999999999,1,1,1,111,Lost Customer,11,Christopher Heining,1065.03
192,Goldi,Osler,Female,2,1978-11-19,Junior Executive,Health,Mass Customer,Yes,8.0,39.0,30-39,0 Bay Center,3196.0,VIC,Australia,6.0,79,4,1519.4700000000003,2,1,1,211,Almost Lost Customer,9,Goldi Osler,3836.29
193,Foss,Hardes,Male,13,1964-07-22,Recruiting Manager,Manufacturing,Mass Customer,Yes,12.0,53.0,50-59,10878 Waywood Way,4352.0,QLD,Australia,7.0,24,5,2551.5,3,2,2,322,Late Bloomer,6,Foss Hardes,7368.36
194,Ursala,Ferrai,Female,4,1974-11-16,Web Developer III,Financial Services,Affluent Customer,No,10.0,43.0,40-49,362 Mayer Terrace,4680.0,QLD,Australia,5.0,108,3,2608.28,1,1,2,112,Evasive Customer,10,Ursala Ferrai,4313.530000000001
195,Talyah,Rylatt,Female,34,1958-11-14,Project Manager,Manufacturing,Mass Customer,No,6.0,59.0,50-59,43 Upham Crossing,3143.0,VIC,Australia,9.0,0,7,9633.409999999998,4,3,4,434,Very Loyal,2,Talyah Rylatt,12479.46
196,Swen,Odhams,Male,90,1966-02-22,Programmer Analyst II,Manufacturing,High Net Worth,No,6.0,52.0,50-59,0 Superior Drive,2747.0,NSW,Australia,8.0,146,8,3737.9999999999995,1,4,3,143,Almost Lost Customer,9,Swen Odhams,6346.61
197,Avis,,Female,32,1977-01-27,Unknown,Unknown,High Net Worth,No,5.0,41.0,40-49,8890 Golden Leaf Street,2063.0,NSW,Australia,12.0,27,9,3651.7100000000005,3,4,3,343,Potential Customer,5,Avis,8456.02
198,Vanya,Gumb,Female,82,1981-11-29,Assistant Media Planner,Entertainment,Mass Customer,No,16.0,36.0,30-39,5484 Hagan Crossing,3021.0,VIC,Australia,7.0,58,9,6631.87,2,4,4,244,Losing Customer,7,Vanya Gumb,11648.85
199,Verla,Alven,Female,61,1978-02-13,Junior Executive,Health,Mass Customer,Yes,21.0,40.0,40-49,7451 Jana Lane,2138.0,NSW,Australia,8.0,15,4,2650.5299999999997,4,1,2,412,Recent Customer,4,Verla Alven,4323.860000000001
200,Hube,Weald,Male,7,1957-02-04,Physical Therapy Assistant,Property,Affluent Customer,Yes,19.0,61.0,60-69,7 Havey Point,4005.0,QLD,Australia,2.0,7,9,7283.86,4,4,4,444,Platinum Customer,1,Hube Weald,11117.36
201,Salem,Huie,Male,45,1966-04-20,Design Engineer,Manufacturing,Mass Customer,Yes,11.0,52.0,50-59,32 Steensland Plaza,2233.0,NSW,Australia,9.0,28,7,4159.18,3,3,4,334,Potential Customer,5,Salem Huie,8208.64
202,Audie,Pillinger,Female,38,1963-06-24,Librarian,Entertainment,Affluent Customer,Yes,16.0,55.0,50-59,107 Elmside Parkway,4811.0,QLD,Australia,5.0,18,3,1295.91,3,1,1,311,Late Bloomer,6,Audie Pillinger,2511.82
203,Donovan,Conry,Male,71,1964-01-13,Senior Quality Engineer,Argiculture,Mass Customer,Yes,11.0,54.0,50-59,2 Gina Junction,2085.0,NSW,Australia,11.0,11,5,1481.12,4,2,1,421,Becoming Loyal,3,Donovan Conry,4376.26
204,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,Mass Customer,No,5.0,41.0,40-49,4 Londonderry Lane,3084.0,VIC,Australia,10.0,27,8,6287.29,3,4,4,344,Recent Customer,4,Thorny Hackworth,11444.0
205,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Mass Customer,Yes,6.0,59.0,50-59,39716 Vera Junction,3170.0,VIC,Australia,9.0,52,9,2008.2699999999998,2,4,2,242,Losing Customer,7,Rolfe Kellard,6904.88
206,Mari,Chevolleau,Female,98,1954-07-19,Statistician I,Unknown,Mass Customer,Yes,14.0,63.0,60-69,183 Ronald Regan Street,2066.0,NSW,Australia,9.0,77,4,3816.6499999999996,2,1,3,213,High Risk Customer,8,Mari Chevolleau,5633.8099999999995
207,Adena,Whyman,Female,9,1994-08-10,Unknown,Unknown,Mass Customer,No,7.0,23.0,20-29,2 Thierer Road,4113.0,QLD,Australia,8.0,279,3,1630.03,1,1,1,111,Lost Customer,11,Adena Whyman,4448.26
208,Rutter,Excell,Male,57,1994-10-31,Office Assistant III,Property,High Net Worth,No,5.0,23.0,20-29,056 Stone Corner Alley,4078.0,QLD,Australia,7.0,27,5,3342.0200000000004,3,2,3,323,Potential Customer,5,Rutter Excell,5158.98
209,Udall,Bellard,Male,9,1957-08-28,Analog Circuit Design manager,Unknown,Affluent Customer,Yes,6.0,60.0,60-69,528 Mandrake Crossing,2222.0,NSW,Australia,11.0,107,5,3081.0700000000006,1,2,3,123,Evasive Customer,10,Udall Bellard,6093.4800000000005
